param_132,type,is_measured,normal_values,% of normal values,param dist.
779,AC/DC,1,0.24,89,277
354,AC/DC,0,0.41,81,788
360,AC/DC,0,0.86,63,633
826,AC/DC,0,0.41,33,797
10207,AC,1,1.0,30,774
13133,AC,1,0.33,43,354
768,AC/DC,0,0.24,5,757
341,AC/DC,0,0.36,82,163
211,AC/DC,0,0.29,40,906
887,AC/DC,0,0.36,80,404
3,AC/DC,0,0.35,39,458
827,AC/DC,0,0.29,86,144
614,AC/DC,0,0.46,34,801
279,AC/DC,1,0.46,82,681
7775,AC,1,0.01,60,155
847,AC/DC,0,0.64,64,558
790,AC/DC,0,0.34,91,284
979,AC,0,0.04,90,543
14538,AC/DC,1,0.11,69,292
305,AC/DC,0,0.07,50,558
605,AC/DC,0,0.04,53,539
937,AC/DC,0,0.11,87,362
407,AC/DC,1,0.2,79,561
13710,AC,1,0.27,80,778
163,AC,0,0.46,93,855
24,AC/DC,0,0.28,8,950
349,AC/DC,0,0.9,61,55
13216,AC,1,0.97,32,167
369,AC/DC,0,0.08,35,144
8171,AC,1,0.18,76,730
210,AC/DC,0,0.86,56,747
24,AC/DC,0,0.03,13,453
512,AC/DC,0,0.8,81,525
192,AC/DC,0,0.27,12,472
348,AC,0,0.36,12,528
18510,AC,1,0.26,64,990
547,AC/DC,0,0.53,87,964
5728,AC,1,0.68,60,827
811,AC/DC,0,0.55,15,466
466,AC/DC,0,0.7,18,876
239,AC/DC,0,0.02,2,833
8804,AC,1,0.75,47,338
396,AC/DC,0,0.13,90,132
16095,AC,1,0.65,68,282
217,AC/DC,0,0.3,81,171
42,AC/DC,0,0.07,96,983
100,AC/DC,0,0.85,37,511
662,AC/DC,0,0.52,73,612
137,AC,0,0.73,32,87
849,AC/DC,0,0.92,4,950
298,AC/DC,0,0.87,9,494
7931,AC,1,0.32,80,76
249,AC/DC,0,0.92,27,108
239,AC,0,0.21,9,488
112,AC/DC,0,0.91,37,513
940,AC/DC,0,0.1,56,27
340,AC/DC,0,0.87,21,535
294,AC/DC,0,0.55,62,111
268,AC/DC,0,0.34,59,273
181,AC/DC,0,0.26,80,776
949,AC/DC,0,0.59,3,943
790,AC/DC,0,0.33,6,950
12462,AC,1,0.95,10,206
1411,AC,1,0.22,34,127
7383,AC/DC,1,0.56,56,10
815,AC/DC,0,0.2,64,559
595,AC,0,0.97,40,204
649,AC/DC,0,0.37,50,229
4889,AC,0,0.31,12,374
112,AC,1,0.12,79,771
650,AC/DC,0,0.2,52,884
19465,AC,1,0.69,54,212
16792,AC,1,0.56,60,660
142,AC/DC,1,0.83,60,407
5664,AC,1,0.95,68,565
109,AC/DC,0,0.99,94,129
13762,AC,1,0.71,57,309
15046,AC/DC,1,0.4,85,883
1560,AC,0,0.79,96,103
15839,AC,1,0.48,61,878
11257,AC,1,0.7,30,70
4085,AC/DC,1,0.07,79,941
17788,AC,1,0.86,91,647
404,AC/DC,0,0.26,18,577
6523,AC,1,0.49,65,983
154,AC/DC,0,0.99,90,364
651,AC/DC,0,0.24,67,863
197,AC/DC,0,0.92,43,738
812,AC/DC,0,0.43,16,440
409,AC/DC,0,0.73,36,674
10,AC/DC,0,0.24,14,720
3185,AC,1,0.35,58,970
85,AC/DC,0,0.15,35,642
667,AC/DC,0,0.74,62,368
27,AC/DC,0,0.99,54,671
6617,AC,1,0.95,97,963
2836,AC,1,0.3,66,775
312,AC,0,0.3,25,901
5469,AC,1,0.16,76,92
1080,AC,1,0.74,54,189
19649,AC,1,0.31,35,925
466,AC/DC,0,0.72,89,670
7936,AC,0,0.47,91,547
178,AC/DC,0,0.32,74,485
11550,AC,1,0.97,38,890
95,AC/DC,0,0.76,58,389
13740,AC,1,0.79,81,649
12023,AC,1,0.14,33,443
9348,AC,1,0.16,6,888
102,AC/DC,0,0.86,81,257
39,AC/DC,0,0.21,58,985
512,AC/DC,0,0.99,8,544
429,AC/DC,0,0.68,42,475
18,AC/DC,0,0.2,24,842
19653,AC,1,0.96,8,720
521,AC/DC,0,0.98,23,645
562,AC/DC,0,0.32,70,982
937,AC/DC,0,0.92,10,182
977,AC/DC,0,0.94,39,243
279,AC/DC,0,0.62,23,830
2967,AC,1,0.12,74,770
85,AC/DC,0,0.04,10,580
2447,AC,1,0.19,81,888
7415,AC,1,0.83,49,788
221,AC,0,0.56,36,605
710,AC/DC,0,0.64,17,451
11087,AC,1,0.83,44,68
764,AC/DC,0,0.96,75,35
873,AC/DC,0,0.07,18,832
43,AC/DC,0,0.92,23,123
13888,AC,1,0.21,83,889
614,AC/DC,0,0.15,90,756
8192,AC,1,0.65,4,221
793,AC/DC,0,0.1,30,574
535,AC/DC,0,0.03,7,159
62,AC/DC,0,0.17,85,728
902,AC/DC,0,0.52,20,717
805,AC/DC,0,0.04,86,700
5099,AC,1,0.24,82,457
67,AC,0,0.51,99,812
48,AC,0,0.94,27,295
968,AC/DC,1,0.11,45,728
337,AC/DC,0,0.12,75,47
9461,AC,1,0.1,77,373
752,AC/DC,0,0.56,91,104
306,AC/DC,0,0.41,94,691
567,AC/DC,0,0.16,59,147
74,AC/DC,0,0.43,68,557
302,AC/DC,0,0.77,11,342
6439,AC,1,0.43,76,196
210,AC/DC,0,0.63,29,346
17721,AC,1,0.28,93,736
536,AC/DC,0,0.37,58,513
3125,AC,1,0.33,7,373
369,AC/DC,0,0.31,25,776
7050,AC/DC,0,0.49,38,857
582,AC/DC,0,0.78,16,543
16144,AC,1,0.06,71,927
68,AC/DC,1,0.74,77,587
16650,AC,0,0.0,46,489
701,AC/DC,0,0.3,80,467
701,AC/DC,0,0.85,76,579
819,AC/DC,0,0.51,4,368
8930,AC,1,0.2,83,847
19147,AC,1,0.26,64,154
930,AC/DC,0,0.86,59,607
961,AC/DC,0,0.74,86,101
78,AC/DC,0,0.71,54,888
11,AC,0,0.88,32,334
1620,AC,1,0.76,2,117
217,AC/DC,0,0.21,37,100
6588,AC/DC,1,0.51,60,907
18642,AC,1,0.83,18,196
110,AC/DC,0,0.48,41,505
8748,AC,1,0.88,78,318
1858,AC,1,0.62,92,632
474,AC/DC,0,0.34,70,289
3448,AC,1,0.83,90,550
684,AC/DC,0,0.42,0,419
632,AC/DC,0,0.73,42,527
3871,AC,1,0.92,90,979
8574,AC,1,0.33,22,187
6951,AC,1,0.37,8,301
910,AC/DC,0,0.45,85,310
537,AC/DC,0,0.06,41,150
4726,AC,1,1.0,15,630
357,AC/DC,0,0.12,83,377
18886,AC,1,0.88,56,962
487,AC/DC,0,0.17,28,259
10829,AC,1,0.24,100,982
369,AC,0,0.95,70,550
334,AC/DC,0,0.9,43,807
844,AC/DC,0,0.83,47,343
958,AC/DC,0,0.81,94,455
1,AC/DC,0,0.22,44,650
550,AC/DC,0,0.03,6,353
653,AC/DC,0,0.84,80,889
100,AC/DC,0,0.34,91,897
4204,AC,0,0.03,30,444
282,AC/DC,0,0.69,19,217
2626,AC,1,0.59,37,824
425,AC/DC,0,0.59,37,970
19,AC/DC,0,0.64,86,682
6067,AC,1,0.64,66,769
687,AC/DC,0,0.33,63,508
5589,AC,1,0.24,8,937
7972,AC,1,0.15,68,990
17456,AC,1,1.0,13,916
429,AC/DC,0,0.05,36,266
710,AC/DC,0,0.15,45,539
893,AC/DC,0,0.98,23,344
3872,AC,1,0.36,48,560
764,AC,0,0.44,6,941
19384,AC,1,0.73,24,895
379,AC/DC,0,0.73,93,925
8221,AC,1,0.63,85,107
216,AC/DC,0,0.57,55,826
88,AC/DC,0,0.78,2,644
190,AC/DC,0,0.28,71,151
689,AC/DC,0,0.97,11,780
841,AC/DC,0,0.46,75,895
12581,AC,1,0.99,45,737
394,AC/DC,0,0.27,36,466
4263,AC,1,0.84,77,813
865,AC/DC,1,0.24,49,827
50,AC/DC,0,0.38,22,784
911,AC,0,0.11,16,31
16306,AC,1,0.52,90,837
10423,AC,1,0.67,68,848
15969,AC,1,0.52,52,306
525,AC/DC,0,0.5,41,784
656,AC/DC,0,0.06,49,828
278,AC/DC,0,0.97,72,965
112,AC/DC,0,0.32,34,956
726,AC/DC,0,0.52,100,822
326,AC/DC,0,0.23,77,969
841,AC/DC,0,0.27,33,526
541,AC/DC,0,0.85,38,834
231,AC/DC,0,0.91,33,603
9877,AC,0,0.41,35,877
14172,AC,1,0.43,14,873
471,AC/DC,1,0.21,48,722
156,AC/DC,0,0.77,94,784
398,AC,0,0.45,55,195
450,AC/DC,0,0.63,14,514
15592,AC,1,0.3,71,849
933,AC/DC,0,0.27,49,38
465,AC/DC,0,0.92,74,348
468,AC/DC,0,0.35,23,47
274,AC/DC,0,0.44,36,972
444,AC/DC,1,0.85,12,444
742,AC/DC,1,0.94,55,51
331,AC/DC,0,0.68,78,648
969,AC/DC,0,0.76,19,327
4916,AC,1,0.08,89,471
14031,AC,1,0.12,80,204
199,AC/DC,0,0.22,9,352
614,AC,1,0.86,33,77
17844,AC,1,0.71,57,940
14922,AC,1,0.72,65,601
198,AC/DC,0,0.04,42,699
155,AC/DC,0,0.8,57,107
15239,AC,1,0.43,38,479
914,AC/DC,0,0.61,60,32
295,AC/DC,0,0.95,0,161
412,AC/DC,0,0.51,2,235
2222,AC,1,0.4,66,611
10510,AC,1,0.68,28,733
776,AC/DC,0,0.21,84,338
532,AC/DC,1,0.77,69,883
934,AC/DC,0,0.61,90,902
6395,AC,1,0.69,43,302
582,AC/DC,0,0.71,76,803
4008,AC,1,0.24,43,298
724,AC/DC,1,0.19,86,948
528,AC/DC,0,0.7,72,846
425,AC/DC,0,0.23,53,840
8543,AC,1,0.45,22,929
11842,AC,1,0.69,67,512
324,AC/DC,0,0.19,75,555
14319,AC,1,0.46,49,697
27,AC/DC,0,0.02,78,789
55,AC/DC,0,0.65,21,292
557,AC,0,0.14,71,880
8625,AC,1,0.65,35,340
18601,AC,1,0.93,5,875
622,AC/DC,0,0.11,14,948
903,AC/DC,0,0.36,61,531
29,AC/DC,0,0.19,67,88
985,AC/DC,0,0.4,80,332
960,AC,0,0.22,93,268
527,AC/DC,1,0.4,31,143
8082,AC,0,0.57,95,170
542,AC,0,0.9,48,850
10378,AC,1,0.97,14,457
690,AC/DC,0,0.99,44,460
17282,AC,1,0.56,44,324
515,AC/DC,0,0.72,63,561
16,AC/DC,0,0.36,0,135
4632,AC,1,0.18,21,462
53,AC/DC,0,0.87,27,491
386,AC,0,0.55,71,107
470,AC/DC,0,0.18,23,656
15223,AC,1,0.47,92,500
470,AC,0,0.92,23,908
47,AC/DC,1,0.13,62,563
7897,AC,1,0.06,7,597
6692,AC,0,0.11,35,397
705,AC/DC,0,0.27,78,113
122,AC/DC,0,0.12,72,851
690,AC/DC,0,0.52,79,56
19176,AC,1,0.49,20,878
873,AC/DC,0,0.93,0,748
790,AC,0,0.98,48,933
6419,AC,1,0.77,11,681
18956,AC,1,0.52,26,899
147,AC/DC,0,0.92,69,680
16823,AC/DC,1,0.84,9,849
2432,AC,1,0.67,48,607
623,AC,0,0.4,26,867
15784,AC,1,0.92,30,501
216,AC/DC,0,0.1,88,920
3282,AC,1,0.25,27,518
316,AC/DC,0,0.48,31,759
4923,AC,1,0.46,45,58
8619,AC,0,0.21,90,981
11168,AC,1,0.04,42,712
734,AC/DC,0,0.24,82,679
37,AC/DC,0,0.97,63,950
927,AC/DC,0,0.7,71,306
825,AC/DC,0,0.44,91,755
4455,AC,1,0.73,74,296
325,AC,0,0.24,77,191
7616,AC,1,0.62,92,385
734,AC/DC,0,0.44,77,41
16205,AC,1,0.33,77,272
81,AC/DC,1,0.9,85,224
11954,AC,1,0.63,37,6
15277,AC,1,0.8,95,569
40,AC/DC,0,0.89,91,540
941,AC,0,0.75,67,758
661,AC/DC,0,0.73,29,920
15224,AC/DC,1,0.18,17,917
29,AC/DC,0,0.65,47,767
856,AC/DC,0,0.04,77,436
13741,AC,1,0.76,96,405
392,AC/DC,0,0.13,37,996
13300,AC,1,0.26,0,372
14110,AC,0,0.55,9,784
18014,AC,1,0.6,15,167
708,AC/DC,0,0.83,47,175
17126,AC,1,0.52,72,622
169,AC/DC,0,0.9,91,437
6194,AC/DC,0,0.35,28,878
80,AC/DC,0,0.92,11,972
341,AC/DC,0,0.71,96,204
15438,AC,1,0.13,53,336
898,AC,0,0.78,76,860
83,AC/DC,0,0.94,81,179
260,AC/DC,0,0.48,2,442
1485,AC,1,0.04,43,474
979,AC/DC,0,0.05,95,336
155,AC/DC,0,0.6,69,751
19307,AC,1,0.35,68,184
10824,AC,0,0.2,94,439
54,AC/DC,0,0.27,23,24
3975,AC,0,0.49,35,44
774,AC/DC,0,0.15,56,248
10676,AC/DC,1,0.67,89,50
619,AC/DC,0,0.16,84,578
205,AC/DC,0,0.61,10,758
753,AC/DC,0,0.39,13,714
8040,AC,1,0.84,100,166
94,AC/DC,1,0.32,13,975
954,AC,0,0.68,29,378
444,AC/DC,0,0.2,39,241
19135,AC,1,0.54,47,675
375,AC/DC,0,0.02,55,139
950,AC/DC,0,0.66,68,91
15641,AC/DC,0,0.8,20,593
315,AC/DC,0,0.64,61,215
14026,AC,1,0.49,76,152
7200,AC,1,0.55,2,595
889,AC/DC,0,1.0,44,655
1432,AC,1,0.06,22,836
15203,AC,1,0.93,92,809
630,AC/DC,0,0.14,73,777
14605,AC,1,0.72,89,888
739,AC/DC,0,0.7,42,681
1457,AC,1,0.81,56,710
460,AC/DC,0,0.49,32,407
691,AC/DC,0,0.82,85,143
411,AC/DC,0,0.57,7,293
18537,AC,1,0.19,56,780
5,AC/DC,0,0.4,78,0
12321,AC,1,0.51,60,828
42,AC/DC,0,0.12,21,399
99,AC/DC,0,0.2,38,195
9156,AC/DC,1,0.26,45,373
579,AC/DC,0,0.24,89,413
18,AC/DC,0,0.05,42,909
1256,AC,1,0.67,20,746
787,AC/DC,0,0.33,93,305
529,AC/DC,1,0.65,54,854
120,AC/DC,0,0.82,65,459
249,AC/DC,0,0.76,67,826
119,AC,0,0.92,32,20
768,AC/DC,0,0.1,81,390
9279,AC,0,0.68,35,875
17956,AC,1,0.38,77,20
898,AC/DC,0,0.91,59,894
946,AC/DC,0,1.0,96,150
435,AC/DC,0,0.09,72,265
12731,AC,1,0.47,27,789
261,AC/DC,0,0.38,57,414
12515,AC,1,0.57,99,141
416,AC/DC,0,0.06,97,39
556,AC/DC,1,0.24,59,765
165,AC/DC,0,0.19,98,449
493,AC/DC,0,0.69,9,537
14763,AC,1,0.34,12,805
784,AC/DC,0,0.5,7,126
53,AC,0,0.11,36,841
9666,AC/DC,1,0.45,27,28
11832,AC,0,0.21,36,779
337,AC/DC,1,0.09,79,494
41,AC/DC,0,0.93,51,121
3912,AC,1,0.87,6,172
427,AC/DC,0,0.73,60,610
996,AC/DC,0,0.66,6,800
103,AC/DC,0,0.66,27,331
454,AC/DC,0,0.77,51,811
958,AC/DC,0,0.21,44,640
959,AC/DC,0,0.67,76,791
672,AC/DC,1,0.04,53,619
989,AC,0,0.16,64,512
581,AC/DC,0,0.73,8,875
580,AC/DC,0,0.06,88,487
8456,AC,1,0.32,34,850
732,AC/DC,0,0.07,32,523
8176,AC,1,0.49,88,321
607,AC/DC,0,0.88,90,821
299,AC/DC,0,0.6,98,652
200,AC/DC,0,0.37,88,391
891,AC/DC,0,0.54,84,769
5,AC,0,0.98,50,574
18515,AC,0,0.44,20,179
441,AC/DC,0,0.48,74,620
422,AC/DC,0,0.87,85,848
996,AC/DC,0,0.18,77,643
3856,AC,1,0.62,23,350
6279,AC,1,0.65,47,461
917,AC/DC,0,0.19,10,409
1614,AC,1,0.25,97,503
120,AC/DC,0,0.21,0,813
11234,AC,1,0.23,76,80
598,AC/DC,0,0.91,95,441
81,AC/DC,1,0.08,6,495
17741,AC,1,0.64,2,612
618,AC,0,0.67,47,609
834,AC/DC,1,0.01,84,691
739,AC/DC,0,0.72,40,150
5656,AC,1,0.8,6,723
10546,AC,1,0.52,44,564
445,AC/DC,0,0.1,43,689
720,AC/DC,1,0.56,96,33
632,AC/DC,0,0.67,0,709
11303,AC,1,0.67,96,481
739,AC/DC,0,0.56,45,261
423,AC/DC,0,0.79,64,564
853,AC/DC,0,0.0,40,471
791,AC/DC,1,0.44,75,397
7023,AC,1,0.99,14,541
6770,AC,1,0.2,61,748
913,AC/DC,1,0.3,15,658
493,AC/DC,0,0.19,85,743
208,AC/DC,0,0.17,20,799
784,AC/DC,0,0.46,20,527
789,AC/DC,0,0.87,34,732
86,AC/DC,0,0.96,26,57
128,AC/DC,0,0.8,25,847
528,AC/DC,0,0.32,98,144
12606,AC,1,0.08,88,574
323,AC/DC,0,0.06,47,172
881,AC/DC,1,0.91,22,948
804,AC,0,0.79,54,194
555,AC/DC,0,0.24,87,912
48,AC/DC,0,0.92,12,733
19619,AC,1,0.46,67,478
1201,AC/DC,1,0.69,37,873
321,AC/DC,0,0.09,0,763
978,AC/DC,0,0.34,36,131
959,AC/DC,0,0.45,68,643
18126,AC,1,0.46,18,899
2980,AC,1,0.42,38,820
4797,AC,1,0.64,93,352
853,AC/DC,0,0.73,46,433
246,AC/DC,0,0.2,96,228
961,AC/DC,0,0.29,58,709
484,AC,0,0.0,82,5
486,AC/DC,1,0.13,24,291
844,AC/DC,0,0.39,6,225
10602,AC,0,0.89,14,771
329,AC/DC,0,0.49,77,650
667,AC/DC,0,0.09,33,54
1064,AC,1,0.99,31,605
797,AC/DC,0,0.88,84,982
18436,AC,1,0.36,3,713
651,AC/DC,0,0.24,57,649
351,AC/DC,0,0.13,58,931
6408,AC,1,0.42,1,149
501,AC/DC,0,0.07,91,571
851,AC/DC,0,0.07,39,586
904,AC/DC,0,0.81,82,88
7562,AC,1,0.68,99,467
551,AC/DC,0,0.64,79,375
832,AC/DC,1,0.71,33,501
160,AC/DC,0,0.79,21,651
851,AC/DC,0,0.05,36,121
922,AC/DC,0,0.04,13,559
931,AC/DC,0,0.28,38,72
961,AC/DC,0,0.68,5,808
3023,AC,0,0.82,44,22
631,AC/DC,0,0.05,62,515
444,AC/DC,0,0.14,1,907
822,AC/DC,0,0.97,90,201
603,AC,0,0.44,67,877
11300,AC,1,0.3,74,579
12165,AC,1,0.33,46,595
286,AC/DC,1,0.6,40,302
583,AC/DC,0,0.84,57,820
651,AC,0,0.38,1,608
675,AC/DC,0,0.65,6,988
1742,AC,1,0.49,35,319
18765,AC,1,0.26,55,652
17144,AC/DC,1,0.69,34,220
14295,AC,1,0.52,97,630
87,AC/DC,0,0.48,45,200
2,AC,1,0.29,22,904
9326,AC,1,0.21,0,609
69,AC/DC,0,0.49,49,946
31,AC,0,0.9,47,118
301,AC/DC,0,0.54,21,880
129,AC/DC,0,0.19,68,865
697,AC/DC,0,0.29,33,91
3770,AC,1,0.57,28,129
15555,AC,1,0.25,55,656
13755,AC,1,0.48,28,656
9227,AC,1,0.0,79,79
780,AC/DC,0,1.0,46,580
106,AC,0,0.34,32,495
811,AC,0,0.83,64,923
5715,AC,1,0.92,94,798
1790,AC,0,0.61,44,854
725,AC/DC,0,0.24,96,201
992,AC/DC,0,0.21,3,707
616,AC/DC,0,0.18,29,641
13615,AC,1,0.93,79,79
341,AC/DC,0,0.29,56,881
910,AC/DC,0,0.9,92,199
168,AC/DC,1,0.34,44,661
13711,AC,1,0.97,15,505
18417,AC,0,0.77,65,916
16125,AC,1,0.58,91,928
913,AC/DC,0,0.02,88,512
12902,AC,0,0.9,48,985
18961,AC,1,0.5,94,286
824,AC/DC,1,0.77,35,324
397,AC/DC,0,0.68,44,129
403,AC/DC,0,0.49,58,773
953,AC/DC,0,0.51,91,627
18842,AC,1,0.53,42,907
839,AC,0,0.12,68,824
847,AC/DC,0,0.53,86,35
11336,AC,1,0.6,77,670
1510,AC,1,0.35,50,722
890,AC/DC,0,0.79,39,995
15171,AC,1,0.12,27,812
11800,AC,1,0.31,21,574
293,AC/DC,0,0.65,68,897
11392,AC,1,0.51,52,857
994,AC/DC,0,0.8,60,862
10495,AC,1,0.48,76,961
13063,AC/DC,1,0.64,34,790
9925,AC,1,0.16,36,227
89,AC/DC,0,0.52,77,824
1,AC/DC,0,0.59,2,482
336,AC/DC,0,0.45,42,246
614,AC,0,0.31,12,658
4956,AC,0,0.72,65,866
720,AC/DC,0,0.57,30,789
524,AC/DC,0,0.76,93,903
894,AC/DC,0,0.94,82,225
887,AC/DC,0,0.54,86,851
976,AC/DC,0,0.41,6,203
9071,AC,0,0.5,3,957
113,AC/DC,0,0.74,34,172
107,AC/DC,0,0.1,28,661
384,AC,0,0.65,84,746
19213,AC,1,0.35,34,663
6113,AC,1,0.22,79,843
4862,AC,1,0.69,80,301
9979,AC,1,0.74,34,849
17672,AC,1,0.24,7,492
798,AC/DC,0,0.22,22,704
16291,AC,1,0.39,36,609
280,AC/DC,0,0.41,68,166
333,AC/DC,0,0.24,61,922
9677,AC,0,0.14,54,244
515,AC,1,0.85,49,26
15756,AC,1,0.3,36,315
972,AC/DC,0,0.21,6,696
8064,AC,1,0.42,59,76
995,AC/DC,1,0.4,65,627
1,AC/DC,0,0.84,20,76
203,AC/DC,1,0.47,17,374
52,AC/DC,0,0.75,21,169
662,AC/DC,0,0.91,40,744
770,AC/DC,0,0.9,28,867
7465,AC,1,0.36,68,857
419,AC/DC,0,0.4,37,965
508,AC/DC,0,0.78,40,788
635,AC/DC,0,0.34,71,475
14761,AC,1,0.08,74,701
17250,AC,1,0.92,42,664
1,AC/DC,0,0.47,50,861
973,AC/DC,1,0.15,49,834
804,AC/DC,0,0.81,92,378
675,AC,1,0.22,71,902
325,AC/DC,0,0.96,98,189
527,AC/DC,0,0.77,15,358
14409,AC,1,0.18,28,81
233,AC/DC,0,0.68,80,304
6226,AC,0,0.73,60,648
14305,AC,0,0.29,92,94
14650,AC,1,0.24,12,765
15131,AC,1,0.8,33,993
2587,AC/DC,0,0.5,83,789
389,AC,0,0.89,66,542
6426,AC,1,0.1,26,707
2810,AC,1,0.85,50,757
8837,AC/DC,1,0.4,2,768
11836,AC,1,0.84,79,977
840,AC/DC,1,0.78,53,630
45,AC/DC,0,0.25,19,679
8134,AC,1,0.6,77,609
512,AC/DC,1,0.73,12,251
12662,AC,1,0.3,74,174
805,AC/DC,0,0.32,66,780
499,AC/DC,0,0.3,81,617
247,AC,0,0.45,53,305
661,AC,0,0.53,99,893
844,AC/DC,0,0.8,63,777
429,AC/DC,0,0.25,55,40
858,AC/DC,0,0.26,3,578
19442,AC,0,0.91,100,38
711,AC,0,0.37,99,702
1994,AC,1,0.67,92,173
15465,AC/DC,1,0.46,27,623
152,AC,0,0.11,34,904
4490,AC,1,0.25,54,592
3948,AC,0,0.57,4,501
912,AC/DC,0,0.79,18,51
17062,AC,1,0.81,28,336
326,AC/DC,0,0.15,84,139
9307,AC,1,0.32,79,545
572,AC/DC,0,0.06,0,525
530,AC/DC,0,0.9,2,20
11488,AC,1,0.15,82,623
17215,AC,0,0.57,43,505
16263,AC,1,0.81,96,439
383,AC/DC,0,0.76,44,262
12280,AC,1,0.06,8,541
220,AC/DC,1,0.76,16,741
546,AC,0,0.08,39,557
16721,AC,0,0.38,92,400
316,AC/DC,0,0.82,88,239
16775,AC,1,0.26,8,699
73,AC/DC,0,0.14,55,260
3300,AC,1,0.3,61,753
14354,AC,1,0.01,80,699
6109,AC,1,0.21,93,695
840,AC/DC,0,0.66,60,737
594,AC/DC,0,0.47,74,637
741,AC/DC,1,0.05,63,563
772,AC/DC,0,0.18,91,38
770,AC,0,0.17,60,560
2134,AC,1,0.34,31,996
927,AC/DC,0,0.17,11,275
273,AC/DC,1,0.61,1,851
6701,AC,0,0.73,66,148
279,AC/DC,0,0.71,84,37
5016,AC,1,0.99,17,252
822,AC/DC,0,0.16,80,38
973,AC/DC,0,0.57,54,416
723,AC/DC,0,0.4,45,400
931,AC/DC,0,0.02,31,451
445,AC/DC,0,0.14,6,223
6515,AC,1,0.26,16,594
2654,AC,0,0.44,9,54
10607,AC,1,0.54,44,48
498,AC/DC,1,0.45,31,899
241,AC/DC,0,0.01,83,152
11076,AC,1,0.04,51,527
15178,AC,0,1.0,47,7
1,AC/DC,0,0.46,16,406
19226,AC,1,0.69,48,491
987,AC/DC,0,0.2,17,227
507,AC/DC,0,0.33,73,778
308,AC/DC,1,0.95,77,12
470,AC,0,0.6,47,394
386,AC/DC,0,0.86,99,506
46,AC/DC,0,0.76,15,965
2476,AC,1,0.14,39,88
3079,AC,1,0.4,50,194
614,AC/DC,0,0.81,34,928
488,AC/DC,0,0.55,21,558
6968,AC,1,0.09,3,930
869,AC/DC,0,0.24,72,93
204,AC/DC,0,0.7,89,984
429,AC/DC,0,0.3,67,399
1933,AC,1,0.53,80,963
255,AC/DC,0,0.93,65,451
543,AC/DC,0,0.75,4,831
382,AC/DC,0,0.48,24,897
112,AC/DC,0,0.76,76,356
1995,AC,1,0.03,96,427
145,AC/DC,0,1.0,8,47
2880,AC,1,0.85,30,137
984,AC/DC,0,0.63,15,402
4007,AC,1,0.73,20,122
151,AC/DC,0,0.12,63,166
1983,AC/DC,1,0.15,85,358
821,AC/DC,0,0.43,44,123
155,AC/DC,0,0.24,88,527
18053,AC,1,0.25,34,365
848,AC/DC,0,0.73,80,726
11905,AC,1,0.05,60,62
12240,AC,1,0.85,82,357
753,AC/DC,0,0.55,74,370
9848,AC,1,0.78,54,78
7081,AC,1,0.16,39,960
8475,AC,0,0.42,76,611
224,AC/DC,0,0.28,36,163
11431,AC/DC,1,0.72,47,599
10914,AC,1,0.11,35,378
9065,AC,1,0.68,7,713
6205,AC,1,0.63,78,493
132,AC/DC,0,0.66,25,731
16378,AC,1,0.41,41,818
204,AC/DC,0,0.92,82,169
193,AC,0,0.26,66,71
4719,AC,1,0.3,55,136
544,AC/DC,0,0.07,58,983
848,AC/DC,0,0.86,44,379
10965,AC/DC,1,0.14,38,618
13759,AC,1,0.25,33,75
648,AC/DC,0,0.22,58,181
13054,AC/DC,1,0.03,21,305
21,AC/DC,0,0.62,95,594
17592,AC,1,0.81,78,329
220,AC/DC,0,0.75,1,57
834,AC/DC,0,0.22,17,92
13765,AC,1,0.18,18,969
9195,AC,0,0.21,78,300
382,AC/DC,0,0.8,2,37
765,AC/DC,0,0.72,18,18
428,AC/DC,0,0.65,92,61
6883,AC,1,0.45,14,612
2334,AC,0,0.64,26,356
11943,AC,1,0.59,35,862
8527,AC,0,0.11,24,51
725,AC/DC,0,0.42,49,602
455,AC/DC,0,0.56,82,477
979,AC/DC,0,0.42,9,694
553,AC/DC,0,0.46,93,996
275,AC/DC,0,0.82,34,303
119,AC,0,0.41,63,379
1307,AC,1,0.55,1,857
2340,AC,1,0.44,41,977
47,AC/DC,0,0.92,80,887
436,AC/DC,0,0.45,11,520
578,AC/DC,0,0.08,32,854
708,AC/DC,0,0.92,26,791
903,AC/DC,0,0.98,84,190
396,AC/DC,0,0.88,55,639
18058,AC,1,0.77,8,984
336,AC/DC,1,0.11,94,467
137,AC/DC,0,0.16,100,432
159,AC/DC,0,0.57,21,338
6439,AC,1,0.51,86,664
278,AC/DC,0,0.22,17,762
863,AC/DC,1,0.95,42,341
907,AC/DC,0,0.86,31,301
8836,AC/DC,1,0.51,77,244
8879,AC,1,0.18,77,458
208,AC/DC,0,0.92,36,508
705,AC/DC,0,0.75,96,746
5438,AC,1,0.22,72,914
583,AC/DC,0,0.09,87,878
255,AC/DC,0,0.96,43,819
397,AC/DC,1,0.91,100,391
843,AC/DC,0,0.05,100,603
522,AC/DC,1,0.75,1,133
487,AC/DC,0,0.87,92,700
12187,AC,1,0.31,24,288
241,AC,0,0.72,34,571
733,AC/DC,0,0.44,8,338
9446,AC,1,0.75,18,821
10000,AC,0,0.57,59,878
149,AC,0,0.88,31,125
490,AC/DC,0,0.08,21,171
434,AC/DC,0,0.82,40,980
385,AC/DC,0,0.25,97,889
989,AC/DC,0,0.79,48,471
